MSSubClass,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageCars,WoodDeckSF,OpenPorchSF,MoSold,YrSold
_2,89.0,12461.0,Reg,Corner,other_4,1Story,8,5,1994,1995,Gable,other,0.0,Gd,PConc,Gd,No,GLQ,1456.0,168.0,1624.0,Ex,0.0,1624.0,1,2,0,2,Gd,1,Attchd,RFn,3,0.0,114.0,7,2006
_3,68.0,8935.0,IR1,Inside,CollgCr,2Story,7,5,2002,2002,Gable,VinylSd,95.0,Gd,PConc,Gd,No,Unf,0.0,831.0,831.0,Ex,829.0,1660.0,0,2,1,3,Gd,0,Attchd,RFn,2,144.0,68.0,7,2009
_3,60.0,7500.0,Reg,Inside,Gilbert,2Story,7,5,1999,1999,Gable,VinylSd,0.0,TA,PConc,TA,No,Unf,0.0,994.0,994.0,Gd,776.0,1804.0,0,2,1,3,Gd,1,Attchd,Fin,2,140.0,60.0,6,2010
_1,70.0,32463.0,Reg,Inside,other_2,1Story,4,4,1961,1975,Gable,MetalSd,149.0,TA,CBlock,TA,Av,BLQ,1159.0,90.0,1249.0,Ex,0.0,1622.0,1,1,0,3,TA,1,2Types,Fin,4,439.0,0.0,3,2007
_1,24.0,2645.0,Reg,Inside,Somerst,2Story,8,5,1999,2000,Gable,MetalSd,456.0,Gd,PConc,Gd,No,Unf,0.0,776.0,776.0,Ex,677.0,1441.0,0,2,1,2,Gd,0,Detchd,Unf,2,206.0,0.0,11,2007
_1,60.0,9600.0,Reg,Inside,OldTown,1.5Fin,5,8,1925,1994,Gambrel,VinylSd,0.0,TA,PConc,TA,Mn,Unf,0.0,702.0,702.0,Gd,630.0,1472.0,0,1,0,3,Gd,0,Detchd,Unf,1,0.0,0.0,7,2007
_2,70.0,4500.0,Reg,FR2,other_2,1Story,6,5,1999,1999,Hip,VinylSd,425.0,TA,PConc,Ex,No,GLQ,883.0,341.0,1224.0,Ex,0.0,1224.0,1,2,0,2,TA,0,Attchd,Fin,2,0.0,285.82000000000016,6,2009
_3,80.0,9364.0,Reg,Corner,Sawyer,2Story,6,7,1969,1969,Gable,HdBoard,143.0,TA,CBlock,TA,No,ALQ,371.0,292.0,663.0,TA,689.0,1352.0,0,1,1,4,TA,0,Attchd,Fin,1,379.0,36.0,3,2010
_3,51.0,8029.0,IR1,Inside,Gilbert,2Story,6,5,2005,2005,Gable,VinylSd,0.0,TA,PConc,Gd,No,Unf,0.0,728.0,728.0,Ex,728.0,1456.0,0,2,1,3,Gd,0,Attchd,Fin,2,100.0,24.0,7,2008
_3,58.0,14054.0,IR1,Inside,Gilbert,2Story,7,5,2006,2006,Gable,VinylSd,0.0,Gd,PConc,Gd,Av,Unf,0.0,879.0,879.0,Ex,984.0,1863.0,0,2,1,4,Gd,1,BuiltIn,Fin,3,100.0,17.0,11,2006
_2,65.0,8850.0,IR1,Corner,OldTown,other,7,6,1916,1950,Gable,MetalSd,0.0,TA,BrkTil,TA,No,Unf,0.0,815.0,815.0,Ex,875.0,1690.0,0,1,0,3,TA,1,Detchd,Unf,1,0.0,0.0,7,2006
_2,70.0,9100.0,Reg,Inside,CollgCr,1Story,7,5,2001,2001,Gable,VinylSd,0.0,Gd,PConc,Gd,No,Unf,0.0,1212.0,1212.0,Ex,0.0,1212.0,0,2,0,3,Gd,0,Attchd,RFn,2,356.0,0.0,6,2009
_2,75.0,11235.0,Reg,Inside,Sawyer,1Story,4,5,1963,1979,Gable,HdBoard,51.0,TA,CBlock,TA,No,Rec,547.0,504.0,1051.0,Gd,0.0,1382.0,0,1,1,3,TA,1,Attchd,Unf,2,0.0,82.0,10,2006
_2,71.0,9353.0,Reg,Inside,NAmes,1Story,4,5,1970,1970,Gable,MetalSd,0.0,TA,CBlock,TA,No,Unf,0.0,864.0,864.0,Gd,0.0,864.0,0,1,0,3,TA,0,Attchd,Unf,1,0.0,0.0,7,2006
_3,80.0,10400.0,Reg,Corner,CollgCr,2Story,7,5,1998,1998,Gable,VinylSd,0.0,TA,PConc,Gd,Av,Unf,0.0,866.0,866.0,Ex,913.0,1779.0,0,2,1,3,Gd,0,Attchd,RFn,2,198.0,36.0,3,2009
_1,50.0,6000.0,Reg,Corner,other_1,1.5Fin,5,8,1925,1997,Gable,Wd Sdng,0.0,TA,BrkTil,TA,No,Unf,0.0,884.0,884.0,Ex,464.0,1348.0,1,1,0,3,TA,1,Detchd,Unf,1,0.0,0.0,5,2009
_2,75.0,9750.0,Reg,Inside,CollgCr,1Story,7,5,2000,2001,Gable,VinylSd,171.0,Gd,PConc,Gd,No,Unf,0.0,1630.0,1630.0,Ex,0.0,1630.0,0,2,0,3,Gd,1,Attchd,Unf,2,74.0,234.0,10,2009
_2,78.0,10140.0,Reg,Inside,NWAmes,1Story,5,6,1975,1975,Gable,HdBoard,0.0,TA,CBlock,Gd,No,ALQ,788.0,268.0,1056.0,Ex,0.0,1074.0,1,1,1,3,TA,0,Attchd,RFn,2,0.0,88.0,7,2006
_2,90.0,14684.0,IR1,CulDSac,other_2,1Story,7,7,1990,1991,Hip,HdBoard,234.0,Gd,CBlock,Gd,Mn,ALQ,485.0,1496.0,2155.05,Gd,0.0,2196.0,0,2,0,3,Gd,1,Attchd,RFn,3,84.0,70.0,6,2009
_2,70.0,8900.0,Reg,Inside,other_2,1Story,4,4,1966,1966,Gable,HdBoard,0.0,TA,CBlock,TA,No,Rec,1056.0,0.0,1056.0,TA,0.0,1056.0,1,1,0,2,TA,0,Detchd,Unf,1,0.0,42.0,11,2006
_2,70.0,9135.0,Reg,Inside,CollgCr,1Story,6,5,2003,2003,Gable,VinylSd,120.0,Gd,PConc,Gd,Av,GLQ,340.0,1342.0,1682.0,Ex,0.0,1700.0,1,2,0,3,Gd,0,Attchd,RFn,2,192.0,23.0,5,2006
_2,70.0,7763.0,Reg,Inside,NAmes,1Story,5,7,1962,1980,Gable,MetalSd,0.0,TA,CBlock,TA,No,Rec,504.0,319.0,931.0,TA,0.0,1283.0,1,1,0,3,TA,0,Detchd,Unf,2,0.0,0.0,10,2008
_2,85.0,10182.0,IR1,CulDSac,Somerst,1Story,8,5,2006,2006,Hip,VinylSd,420.0,Gd,PConc,Ex,Mn,GLQ,1220.0,440.0,1660.0,Ex,0.0,1660.0,1,2,0,3,Gd,1,Attchd,RFn,2,322.0,50.0,5,2006
_3,70.0,11218.0,Reg,Inside,other_2,2Story,6,5,1992,1992,Gable,Wd Sdng,0.0,Gd,PConc,Gd,No,Unf,0.0,1055.0,1055.0,Ex,790.0,1845.0,0,2,1,3,Gd,1,Attchd,RFn,2,505.4600000000005,104.0,5,2010
_1,137.41000000000008,12134.0,IR1,Inside,Gilbert,1.5Fin,8,7,1988,2005,Gable,Wd Sdng,0.0,Gd,Wood,Gd,Av,GLQ,427.0,132.0,559.0,Gd,672.0,1752.0,0,2,0,4,TA,0,Basment,RFn,2,325.0,12.0,6,2010
_1,50.0,9340.0,Reg,Inside,Edwards,1Story,4,6,1941,1950,Hip,MetalSd,0.0,TA,CBlock,TA,No,Rec,344.0,328.0,672.0,TA,0.0,692.18,1,1,0,2,TA,0,Attchd,Unf,1,0.0,113.0,8,2009
_2,70.0,10246.0,IR1,CulDSac,Sawyer,SLvl,4,9,1965,2001,Gable,VinylSd,0.0,TA,CBlock,TA,Av,GLQ,648.0,0.0,648.0,Ex,0.0,960.0,1,0,0,0,TA,0,Attchd,Unf,1,88.0,0.0,5,2006
_1,69.0,10205.0,IR1,Inside,NAmes,other,5,5,1962,1962,Gable,MetalSd,0.0,TA,CBlock,TA,Av,BLQ,784.0,141.0,925.0,TA,0.0,999.0,1,1,0,3,TA,0,Attchd,Unf,1,150.0,72.0,5,2006
_2,99.0,7094.0,IR1,Inside,Sawyer,1Story,5,5,1966,1966,Gable,VinylSd,0.0,TA,CBlock,TA,No,Rec,180.0,340.0,894.0,TA,0.0,894.0,0,1,0,3,TA,0,Detchd,RFn,1,0.0,0.0,5,2007
_1,68.0,8930.0,Reg,Inside,Sawyer,1.5Fin,6,5,1978,1978,Gable,VinylSd,0.0,TA,Slab,TA,No,Unf,0.0,0.0,0.0,TA,584.0,1902.0,0,2,0,4,TA,0,Attchd,Unf,2,0.0,0.0,4,2010
_2,72.0,8640.0,Reg,Inside,Somerst,1Story,8,5,2009,2009,Gable,CemntBd,72.0,Gd,PConc,Gd,Mn,GLQ,936.0,364.0,1300.0,Ex,0.0,1314.0,1,2,0,3,Gd,0,Attchd,RFn,2,135.0,112.0,9,2009
_1,52.0,6240.0,Reg,Inside,other_1,1.5Fin,4,5,1947,1950,Gable,other,0.0,TA,Slab,TA,No,Unf,0.0,0.0,0.0,Gd,240.0,912.0,0,1,0,2,TA,0,Attchd,Fin,0,0.0,0.0,7,2006
_1,21.0,1680.0,Reg,Inside,other_1,2Story,6,5,1971,1971,Gable,CemntBd,236.0,TA,CBlock,TA,No,Unf,0.0,672.0,672.0,TA,546.0,1218.0,0,1,1,3,TA,0,Attchd,Fin,0,201.0,0.0,4,2006
_2,66.0,7800.0,IR1,Inside,NAmes,1Story,5,5,1964,1964,Gable,Wd Sdng,0.0,TA,CBlock,TA,No,Rec,312.0,0.0,912.0,TA,0.0,912.0,0,1,0,2,TA,0,Attchd,Unf,1,0.0,0.0,11,2006
_2,55.0,8250.0,Reg,Inside,Sawyer,1Story,5,5,1968,1968,Hip,HdBoard,0.0,TA,CBlock,TA,No,BLQ,250.0,210.0,952.0,Ex,0.0,1211.0,0,1,0,3,TA,1,Attchd,Unf,1,0.0,63.0,8,2008
_1,78.0,10496.0,Reg,Inside,NAmes,1.5Fin,6,6,1949,1950,Gable,Wd Sdng,320.0,TA,CBlock,TA,Mn,Rec,196.0,844.0,1040.0,Ex,678.0,1846.0,0,2,0,3,TA,1,Attchd,Unf,1,0.0,0.0,1,2007
_2,89.0,10680.0,Reg,Inside,NAmes,1Story,5,3,1951,1951,Hip,Wd Sdng,44.0,TA,CBlock,TA,No,LwQ,756.0,1380.0,2136.0,TA,0.0,2136.0,0,2,0,4,TA,0,Detchd,Unf,2,0.0,30.0,10,2006
_3,60.0,15384.0,IR1,Inside,Gilbert,2Story,7,5,2004,2005,Gable,VinylSd,0.0,Gd,PConc,Gd,Av,GLQ,724.0,64.0,788.0,Ex,702.0,1490.0,1,2,1,3,Gd,1,Attchd,Fin,2,100.0,75.0,2,2008
_2,65.0,10482.0,Reg,Inside,NAmes,SLvl,6,8,1958,1958,Hip,VinylSd,63.0,TA,CBlock,TA,Av,GLQ,507.0,81.0,588.0,Ex,0.0,1138.0,0,1,0,3,TA,0,Attchd,RFn,1,224.0,0.0,6,2007
_3,86.0,14598.0,IR1,CulDSac,Somerst,2Story,6,5,2007,2007,Gable,VinylSd,74.0,Gd,PConc,Gd,Mn,Unf,0.0,894.0,894.0,Ex,1039.0,1933.0,0,2,1,4,Gd,1,BuiltIn,Fin,3,100.0,18.0,1,2008
_2,72.0,8872.0,Reg,Corner,NAmes,1Story,5,8,1965,2008,Gable,VinylSd,300.0,TA,CBlock,TA,No,ALQ,595.0,317.0,912.0,Ex,0.0,912.0,1,1,0,2,Gd,0,Detchd,Unf,2,0.0,240.0,12,2008
_2,65.0,8769.0,Reg,Corner,NridgHt,1Story,9,5,2008,2008,Hip,MetalSd,766.0,Ex,PConc,Ex,No,GLQ,1540.0,162.0,1702.0,Ex,0.0,1702.0,1,1,1,1,Ex,1,Attchd,Fin,3,0.0,72.0,10,2008
_2,70.0,7910.0,Reg,Inside,NAmes,SLvl,5,5,1960,1960,Hip,BrkFace,0.0,TA,CBlock,TA,No,ALQ,666.0,409.0,1075.0,Gd,0.0,1507.0,0,2,0,4,TA,0,Basment,Unf,1,0.0,0.0,8,2008
_1,70.0,18890.0,IR1,Inside,Sawyer,1.5Fin,5,5,1977,1977,Shed,Plywood,1.0,TA,CBlock,Gd,No,GLQ,498.0,652.0,1361.0,Ex,1259.0,2620.0,0,2,2,4,TA,1,BuiltIn,RFn,2,155.0,24.0,8,2007
_1,70.0,7728.0,Reg,Inside,NAmes,SLvl,5,6,1962,1962,Hip,Wd Sdng,120.0,TA,CBlock,TA,Av,ALQ,803.0,303.0,1106.0,TA,0.0,1190.0,1,1,0,3,TA,0,Attchd,Unf,2,0.0,18.0,5,2006
_1,70.0,9842.0,Reg,FR2,NAmes,1Story,4,5,1962,1962,Gable,HdBoard,0.0,TA,Slab,TA,No,Unf,0.0,0.0,0.0,TA,0.0,1224.0,0,2,0,2,TA,0,CarPort,Unf,2,0.0,0.0,3,2007
_2,70.0,12160.0,IR1,Inside,NAmes,1Story,5,5,1959,1959,Hip,Plywood,180.0,TA,CBlock,TA,No,Rec,1000.0,188.0,1188.0,Fa,0.0,1188.0,1,1,0,3,TA,0,Attchd,RFn,2,0.0,0.0,5,2010
_2,55.0,8525.0,Reg,Inside,other_1,2Story,5,6,1911,1950,Gable,MetalSd,0.0,TA,PConc,TA,Av,Unf,0.0,940.0,940.0,TA,940.0,1964.0,0,1,1,4,TA,0,Attchd,Fin,0,0.0,192.0,11,2008
_2,96.0,13132.0,Reg,Inside,other_3,2Story,5,5,1914,1950,Gable,Wd Sdng,0.0,TA,BrkTil,Gd,Mn,Unf,0.0,747.0,747.0,Gd,892.0,1784.0,0,1,1,4,TA,0,Detchd,Unf,1,203.0,40.0,7,2006
_1,36.0,2628.0,Reg,Inside,NridgHt,2Story,7,5,2003,2003,Gable,VinylSd,106.0,Gd,PConc,Gd,No,Unf,0.0,764.0,764.0,Ex,862.0,1626.0,0,2,1,2,Gd,0,BuiltIn,RFn,2,0.0,27.0,6,2010
_3,41.0,12393.0,IR2,FR2,CollgCr,2Story,7,5,2004,2005,Gable,VinylSd,0.0,Gd,PConc,Gd,No,Unf,0.0,847.0,847.0,Ex,1101.0,1948.0,0,2,1,4,Gd,1,BuiltIn,Fin,2,100.0,48.0,9,2006
_2,63.0,13072.0,Reg,Inside,other_2,1Story,6,5,2005,2005,Gable,VinylSd,0.0,Gd,PConc,Gd,No,Unf,0.0,1141.0,1141.0,Ex,0.0,1141.0,0,1,1,3,TA,0,Detchd,Unf,2,0.0,0.0,3,2006
_2,64.0,9037.0,IR1,Inside,other_3,1Story,8,5,2006,2006,Hip,VinylSd,32.0,Gd,PConc,Gd,Av,GLQ,428.0,1048.0,1476.0,Ex,0.0,1484.0,0,2,0,2,Ex,1,Attchd,RFn,2,120.0,33.0,12,2007
_3,65.0,8158.0,Reg,Inside,CollgCr,2Story,7,5,2003,2003,Gable,VinylSd,252.0,Gd,PConc,Gd,No,GLQ,550.0,334.0,884.0,Ex,884.0,1768.0,1,2,1,3,Gd,0,Attchd,RFn,2,0.0,63.0,7,2008
_2,83.0,9849.0,Reg,Inside,Somerst,1Story,7,6,2007,2007,Hip,VinylSd,0.0,Gd,PConc,Gd,Av,Unf,0.0,1689.0,1689.0,Ex,0.0,1689.0,0,2,0,3,Gd,0,Attchd,RFn,3,0.0,56.0,6,2007
_1,85.0,10625.0,Reg,Inside,NWAmes,other,7,6,1974,1974,Gable,Plywood,81.0,TA,CBlock,Gd,Gd,GLQ,885.0,0.0,1053.0,TA,0.0,1173.0,1,2,0,3,Gd,2,Attchd,RFn,2,0.0,120.0,1,2010
_2,107.0,13891.0,Reg,Inside,NridgHt,1Story,10,5,2006,2006,Gable,VinylSd,104.0,Ex,PConc,Ex,Gd,GLQ,1386.0,690.0,2076.0,Ex,0.0,2076.0,1,2,1,2,Ex,1,Attchd,Fin,3,216.0,229.0,9,2006
_2,70.0,11435.0,IR1,Corner,other_3,2Story,8,7,1929,1950,Gable,BrkFace,0.0,TA,PConc,Gd,No,Unf,0.0,792.0,792.0,Fa,725.0,1517.0,0,1,0,3,Gd,2,Detchd,Unf,2,0.0,0.0,6,2006
_2,78.0,12090.0,Reg,Inside,NWAmes,SLvl,6,7,1984,2003,Hip,VinylSd,74.0,TA,CBlock,Gd,No,Unf,0.0,585.0,585.0,Ex,728.0,1868.0,0,3,1,3,TA,1,BuiltIn,Fin,2,268.0,112.0,1,2007
_3,65.0,8125.0,Reg,Inside,Somerst,2Story,7,5,2005,2006,Gable,VinylSd,0.0,Gd,PConc,Gd,No,Unf,0.0,756.0,756.0,Ex,797.0,1553.0,0,2,1,3,Gd,0,Attchd,RFn,2,0.0,45.0,3,2006
_2,70.0,12328.0,IR1,Inside,other_2,SLvl,6,5,1976,1976,Gable,HdBoard,335.0,TA,CBlock,TA,Av,GLQ,539.0,473.0,1012.0,TA,0.0,1034.0,1,1,0,3,TA,0,Attchd,Unf,3,0.0,0.0,5,2010
_2,60.0,9600.0,Reg,Inside,OldTown,other,6,5,1917,1950,Gable,other,0.0,TA,BrkTil,Gd,No,Rec,319.0,416.0,735.0,Fa,924.0,2058.0,0,1,1,3,TA,1,Detchd,Unf,2,0.0,0.0,4,2008
_2,60.0,7200.0,Reg,Inside,NAmes,1Story,5,7,1950,1950,Gable,MetalSd,0.0,TA,CBlock,TA,No,BLQ,534.0,246.0,876.0,TA,0.0,988.0,0,1,0,3,TA,0,Attchd,Unf,1,0.0,80.0,5,2007
_2,93.0,11160.0,Reg,Corner,NAmes,1Story,7,5,1968,1968,Hip,BrkFace,0.0,Gd,CBlock,TA,No,ALQ,1065.0,1045.0,2110.0,Ex,0.0,2110.0,1,2,1,3,Ex,2,Attchd,Fin,2,0.0,0.0,4,2010
_2,70.0,3136.0,IR1,Corner,NridgHt,1Story,7,5,2003,2003,Gable,VinylSd,163.0,Gd,PConc,Gd,No,Unf,0.0,1405.0,1405.0,Ex,0.0,1405.0,0,2,0,2,Gd,1,Attchd,RFn,2,148.0,36.0,3,2006
_2,62.0,9858.0,Reg,Inside,other_2,1Story,5,6,1968,1968,Gable,HdBoard,0.0,TA,CBlock,TA,No,BLQ,510.0,354.0,864.0,TA,0.0,874.0,1,1,0,3,TA,0,Attchd,RFn,1,33.0,0.0,11,2009
_3,70.0,17542.0,IR1,Inside,other_3,2Story,7,7,1974,2003,Gable,Wd Sdng,0.0,Gd,CBlock,TA,Gd,LwQ,125.0,36.0,1192.0,TA,651.0,2167.0,1,2,1,3,Gd,2,Attchd,RFn,2,220.0,47.0,7,2007
_3,60.0,6931.0,Reg,Inside,Edwards,2Story,7,5,2003,2004,Gable,VinylSd,92.0,Gd,PConc,Gd,No,Unf,0.0,746.0,746.0,Ex,896.0,1656.0,0,2,1,3,Gd,1,BuiltIn,Fin,2,178.0,128.0,7,2008
_1,52.0,6240.0,Reg,Inside,other_1,1.5Fin,6,6,1931,1950,Gable,Wd Sdng,0.0,TA,BrkTil,TA,No,LwQ,425.0,459.0,884.0,TA,408.0,1367.0,0,1,0,3,TA,1,Detchd,Unf,1,0.0,0.0,11,2007
_2,91.0,14303.0,IR1,Corner,other_4,1Story,8,5,1994,1994,Hip,HdBoard,554.0,Gd,PConc,Gd,Gd,GLQ,1314.0,672.0,1986.0,Ex,0.0,1987.0,1,2,0,2,Gd,1,Attchd,Fin,2,262.0,36.0,8,2008
_1,56.0,4060.0,Reg,Corner,Edwards,1Story,5,8,1922,1950,Gable,Wd Sdng,0.0,TA,PConc,Fa,No,Unf,0.0,864.0,864.0,Ex,0.0,864.0,0,1,0,2,TA,0,Attchd,Fin,0,0.0,96.0,7,2009
_2,59.0,9587.0,IR1,Inside,Gilbert,SLvl,7,5,2005,2005,Gable,VinylSd,182.0,Gd,PConc,Gd,Gd,GLQ,655.0,201.0,856.0,Ex,0.0,1166.0,1,2,0,2,Gd,0,Attchd,Fin,2,212.0,0.0,7,2008
_2,65.0,9750.0,Reg,FR2,NAmes,1Story,6,8,1969,1969,Gable,HdBoard,0.0,TA,CBlock,Gd,No,ALQ,602.0,14.0,1054.0,Gd,0.0,1054.0,1,1,1,3,TA,0,Attchd,Unf,2,180.0,0.0,7,2008
_3,70.0,24682.0,IR3,CulDSac,Gilbert,2Story,6,5,1999,1999,Gable,VinylSd,0.0,TA,PConc,Gd,No,Unf,0.0,841.0,841.0,Ex,783.0,1675.0,0,2,1,3,TA,1,BuiltIn,Fin,2,0.0,103.0,6,2009
_2,80.0,9600.0,Reg,Inside,NAmes,1Story,5,6,1956,1956,Hip,MetalSd,0.0,TA,CBlock,TA,No,Rec,504.0,546.0,1050.0,Gd,0.0,1050.0,0,1,0,2,TA,0,Attchd,Unf,1,0.0,0.0,6,2009
_1,70.0,11250.0,Reg,Inside,other_3,1.5Fin,4,5,1957,1989,Gable,Wd Sdng,0.0,TA,CBlock,TA,Av,Unf,0.0,1104.0,1104.0,Ex,684.0,1788.0,1,1,0,5,TA,2,Attchd,Unf,1,120.0,0.0,11,2009
_2,60.0,13515.0,Reg,Inside,other_1,2Story,6,6,1919,1950,Gambrel,Wd Sdng,0.0,TA,PConc,TA,No,Unf,0.0,764.0,764.0,Ex,764.0,1824.0,0,1,0,3,TA,1,Detchd,Unf,2,0.0,0.0,7,2007
_2,34.0,4060.0,Reg,Inside,NAmes,1Story,6,5,1998,1999,Gable,MetalSd,0.0,Gd,PConc,Gd,No,GLQ,266.0,1139.0,1405.0,Ex,0.0,1337.0,1,2,0,2,Gd,0,Attchd,Fin,2,144.0,68.0,8,2008
_1,35.0,3735.0,Reg,FR3,Somerst,2Story,7,5,1999,1999,Hip,MetalSd,218.0,Gd,PConc,Gd,No,GLQ,450.0,241.0,691.0,Ex,739.0,1452.0,1,2,1,3,Gd,0,Detchd,Unf,2,0.0,34.0,3,2006
_1,60.0,10120.0,IR1,Inside,OldTown,other,7,4,1910,1950,Hip,Wd Sdng,0.0,Fa,CBlock,TA,No,Unf,0.0,925.0,925.0,TA,925.0,1889.0,0,1,1,4,TA,1,Detchd,Unf,1,0.0,0.0,1,2007
_2,89.0,13214.0,IR1,Inside,other_3,1Story,9,5,2008,2009,Hip,other,0.0,Ex,PConc,Ex,Gd,Unf,0.0,1797.0500000000004,2002.0,Ex,0.0,2018.0,0,2,0,3,Ex,1,Attchd,Fin,3,144.0,76.0,5,2010
_1,70.0,14100.0,IR1,Inside,other_3,1.5Fin,8,9,1935,1997,Gable,other,632.0,TA,CBlock,TA,Mn,Rec,192.0,536.0,728.0,Ex,1418.920000000001,3123.4800000000023,0,3,1,4,Gd,2,BuiltIn,Unf,3,314.0,12.0,5,2008
_1,78.0,11344.0,Reg,Inside,NAmes,1.5Fin,5,5,1958,1958,Gable,MetalSd,180.0,TA,CBlock,TA,No,BLQ,460.0,414.0,874.0,TA,650.0,1524.0,0,1,1,3,TA,0,Attchd,Unf,1,0.0,0.0,7,2007
_2,70.0,23595.0,Reg,Inside,other_3,1Story,7,6,1979,1979,Shed,Plywood,0.0,Gd,PConc,Gd,Gd,GLQ,1258.0,74.0,1332.0,TA,192.0,1524.0,2,0,1,0,Gd,1,Attchd,Fin,2,268.0,0.0,4,2010
_2,70.0,9156.0,IR1,Inside,NWAmes,1Story,6,7,1968,1968,Hip,BrkFace,0.0,TA,CBlock,TA,No,Unf,0.0,1489.0,1489.0,Gd,0.0,1489.0,0,2,0,3,Gd,1,Attchd,RFn,2,0.0,0.0,8,2009
_2,70.0,13526.0,IR1,CulDSac,Sawyer,1Story,5,6,1965,1965,Hip,HdBoard,114.0,TA,CBlock,TA,No,BLQ,560.0,0.0,935.0,TA,0.0,935.0,1,1,0,3,TA,0,Attchd,Unf,1,180.0,0.0,11,2006
_2,124.0,11512.0,IR1,Corner,Edwards,SLvl,6,7,1959,2006,Gable,Plywood,84.0,TA,CBlock,TA,Av,ALQ,719.0,300.0,1019.0,Gd,0.0,1357.0,1,1,0,2,Ex,1,Basment,RFn,1,0.0,0.0,5,2008
_1,53.0,5362.0,Reg,Corner,other_3,1.5Fin,5,6,1910,2003,Gable,Wd Sdng,0.0,TA,PConc,TA,No,Unf,0.0,661.0,661.0,Ex,589.0,1250.0,0,2,0,3,TA,1,Detchd,Unf,2,242.0,0.0,11,2007
_1,95.0,11345.0,Reg,Corner,NAmes,2Story,5,5,1948,1950,Gable,other,567.0,TA,CBlock,TA,No,Rec,220.0,708.0,928.0,Gd,992.0,1920.0,0,2,0,4,TA,0,Detchd,Unf,2,0.0,0.0,7,2007
_3,70.0,12936.0,IR1,CulDSac,NWAmes,2Story,6,6,1972,1972,Gable,HdBoard,0.0,TA,CBlock,TA,No,BLQ,593.0,130.0,723.0,TA,660.0,1395.0,0,1,1,3,TA,1,Attchd,Unf,2,294.0,116.0,12,2009
_2,70.0,17871.0,IR1,CulDSac,NWAmes,SLvl,6,5,1967,1976,Gable,HdBoard,359.0,TA,CBlock,Gd,Av,ALQ,528.0,1152.0,1680.0,Fa,0.0,1724.0,1,1,1,3,TA,1,Attchd,RFn,2,0.0,0.0,6,2009
_3,75.0,9473.0,Reg,Inside,CollgCr,2Story,8,5,2002,2002,Gable,VinylSd,104.0,Gd,PConc,Gd,No,GLQ,804.0,324.0,1128.0,Ex,903.0,2031.0,1,2,1,3,Gd,1,Attchd,RFn,2,0.0,211.0,3,2008
_1,60.0,7500.0,Reg,Inside,other_1,1.5Fin,4,4,1920,1950,Gable,MetalSd,0.0,TA,CBlock,TA,No,Unf,0.0,698.0,698.0,TA,430.0,1128.0,0,1,0,2,TA,0,Detchd,RFn,2,30.0,0.0,4,2010
_2,67.0,9808.0,IR1,Inside,CollgCr,1Story,7,5,2002,2002,Gable,VinylSd,110.0,Gd,PConc,Gd,No,GLQ,788.0,785.0,1573.0,Ex,0.0,1573.0,1,2,0,3,Gd,0,Attchd,RFn,2,0.0,72.0,3,2009
_2,50.0,8049.0,IR1,CulDSac,other_3,1Story,7,5,1990,1990,Hip,HdBoard,54.0,TA,CBlock,Gd,No,ALQ,1053.0,256.0,1309.0,TA,0.0,1339.0,1,2,0,2,TA,1,Attchd,Fin,2,0.0,58.0,7,2006
_2,61.0,8800.0,IR1,Inside,CollgCr,1Story,5,7,1977,2008,Gable,HdBoard,0.0,TA,CBlock,Gd,Mn,LwQ,532.0,364.0,1040.0,TA,0.0,1040.0,0,2,0,3,Gd,0,Detchd,Unf,2,0.0,0.0,9,2009
_1,94.0,9400.0,Reg,Corner,other_2,2Story,6,5,1971,1971,Mansard,MetalSd,0.0,TA,CBlock,TA,Av,Unf,0.0,912.0,912.0,TA,912.0,1824.0,0,2,2,4,TA,0,Attchd,Fin,0,128.0,0.0,4,2010
_1,50.0,9638.0,Reg,Inside,other_1,1.5Fin,6,7,1919,1990,Gable,Wd Sdng,0.0,TA,PConc,TA,No,Unf,0.0,804.0,804.0,Ex,748.0,2447.0,0,2,0,4,Gd,1,Detchd,Unf,1,272.0,0.0,3,2010
_1,50.0,6000.0,Reg,Inside,other_1,1.5Fin,6,6,1939,1950,Gable,MetalSd,0.0,TA,CBlock,TA,No,Unf,0.0,780.0,780.0,Ex,587.0,1412.0,0,1,0,4,TA,1,Detchd,Unf,1,45.0,0.0,5,2009
_2,70.0,9790.0,Reg,Inside,NWAmes,1Story,6,5,1963,1963,Hip,HdBoard,451.0,TA,CBlock,TA,No,ALQ,569.0,678.0,1328.0,TA,0.0,1328.0,1,1,1,3,TA,2,Attchd,Unf,2,0.0,26.0,6,2010
_2,70.0,36500.0,IR1,Inside,other_3,1Story,5,5,1964,1964,Gable,Wd Sdng,621.0,TA,CBlock,TA,Av,Rec,812.0,812.0,1624.0,Fa,0.0,1582.0,0,2,0,4,TA,0,Attchd,Unf,2,168.0,198.0,6,2006
